42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:31:26.0 (10218634)|SYSTEM_MODE_ENTER|false
16:31:26.0 (10223787)|HEAP_ALLOCATE|[47]|Bytes:5
16:31:26.0 (10228384)|STATEMENT_EXECUTE|[46]
16:31:26.0 (10230299)|STATEMENT_EXECUTE|[47]
16:31:26.0 (10248671)|HEAP_ALLOCATE|[47]|Bytes:4
16:31:26.0 (10293615)|VARIABLE_SCOPE_BEGIN|[47]|allQueues|List<System.SelectOption>|true|false
16:31:26.0 (10323613)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (10335501)|VARIABLE_ASSIGNMENT|[47]|allQueues|[]|0x808e9c1
16:31:26.0 (10340855)|STATEMENT_EXECUTE|[48]
16:31:26.0 (10348556)|HEAP_ALLOCATE|[48]|Bytes:34
16:31:26.0 (10367697)|HEAP_ALLOCATE|[48]|Bytes:4
16:31:26.0 (10712417)|SOQL_EXECUTE_BEGIN|[48]|Aggregations:0|SELECT Label FROM OpsHR_Setup__mdt
16:31:26.0 (14779227)|SOQL_EXECUTE_END|[48]|Rows:17
16:31:26.0 (14808368)|HEAP_ALLOCATE|[48]|Bytes:72
16:31:26.0 (14843653)|HEAP_ALLOCATE|[48]|Bytes:714
16:31:26.0 (14912634)|HEAP_ALLOCATE|[48]|Bytes:72
16:31:26.0 (14925782)|VARIABLE_SCOPE_BEGIN|[48]|allMDT|List<OpsHR_Setup__mdt>|true|false
16:31:26.0 (14944387)|VARIABLE_ASSIGNMENT|[48]|allMDT|"List of size 17 too large to display"|0x7cee9d9b
16:31:26.0 (14950333)|STATEMENT_EXECUTE|[50]
16:31:26.0 (15026867)|HEAP_ALLOCATE|[50]|Bytes:649
16:31:26.0 (15074794)|HEAP_ALLOCATE|[50]|Bytes:631
16:31:26.0 (15095153)|HEAP_ALLOCATE|[50]|Bytes:2
16:31:26.0 (15119731)|VARIABLE_SCOPE_BEGIN|[50]|retURL|String|false|false
16:31:26.0 (15131173)|VARIABLE_ASSIGNMENT|[50]|retURL|"0051I000000JaV8"
16:31:26.0 (15135641)|STATEMENT_EXECUTE|[52]
16:31:26.0 (15138190)|HEAP_ALLOCATE|[52]|Bytes:60
16:31:26.0 (15148694)|HEAP_ALLOCATE|[52]|Bytes:4
16:31:26.0 (15156187)|HEAP_ALLOCATE|[52]|Bytes:7
16:31:26.0 (15191321)|HEAP_ALLOCATE|[52]|Bytes:85
16:31:26.0 (15200112)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
16:31:26.0 (15204316)|STATEMENT_EXECUTE|[1]
16:31:26.0 (15211021)|SYSTEM_METHOD_EXIT|[1]|UserInfo
16:31:26.0 (15222159)|METHOD_ENTRY|[52]||System.UserInfo.getUserId()
16:31:26.0 (15269662)|METHOD_EXIT|[52]||System.UserInfo.getUserId()
16:31:26.0 (39311814)|SOQL_EXECUTE_BEGIN|[52]|Aggregations:0|SELECT Id, Support_Location__c FROM User WHERE Id = :tmpVar1
16:31:26.0 (42355295)|SOQL_EXECUTE_END|[52]|Rows:1
16:31:26.0 (42378889)|HEAP_ALLOCATE|[52]|Bytes:8
16:31:26.0 (42393022)|HEAP_ALLOCATE|[52]|Bytes:56
16:31:26.0 (42453809)|HEAP_ALLOCATE|[52]|Bytes:8
16:31:26.0 (42467892)|HEAP_ALLOCATE|[52]|Bytes:30
16:31:26.0 (42515688)|HEAP_ALLOCATE|[52]|Bytes:12
16:31:26.0 (42523114)|VARIABLE_SCOPE_BEGIN|[52]|theUser|User|true|false
16:31:26.0 (42546813)|VARIABLE_ASSIGNMENT|[52]|theUser|{"Id":"0051I000000JaV8QAK","Support_Location__c":"ABE3"}|0x52ea5c32
16:31:26.0 (42553490)|STATEMENT_EXECUTE|[55]
16:31:26.0 (42556603)|HEAP_ALLOCATE|[55]|Bytes:81
16:31:26.0 (42569405)|HEAP_ALLOCATE|[55]|Bytes:4
16:31:26.0 (42853487)|SOQL_EXECUTE_BEGIN|[55]|Aggregations:0|SELECT GroupId, Id, UserOrGroupId FROM GroupMember WHERE UserOrGroupId = :tmpVar1
16:31:26.0 (45005428)|SOQL_EXECUTE_END|[55]|Rows:10
16:31:26.0 (45025750)|HEAP_ALLOCATE|[55]|Bytes:44
16:31:26.0 (45050262)|HEAP_ALLOCATE|[55]|Bytes:930
16:31:26.0 (45102159)|HEAP_ALLOCATE|[55]|Bytes:44
16:31:26.0 (45115453)|VARIABLE_SCOPE_BEGIN|[55]|groupMembers|List<GroupMember>|true|false
16:31:26.0 (45133114)|VARIABLE_ASSIGNMENT|[55]|groupMembers|"List of size 10 too large to display"|0x55a04ea7
16:31:26.0 (45139080)|STATEMENT_EXECUTE|[56]
16:31:26.0 (45153249)|HEAP_ALLOCATE|[56]|Bytes:4
16:31:26.0 (45187702)|VARIABLE_SCOPE_BEGIN|[56]|groupIds|List<Id>|true|false
16:31:26.0 (45212512)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45222046)|VARIABLE_ASSIGNMENT|[56]|groupIds|[]|0x3f83f9e2
16:31:26.0 (45409649)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45429845)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45440378)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45456104)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000OhKRUA0","Id":"0111I000000UCIrQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x1a37846a
16:31:26.0 (45463055)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45464883)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45524750)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45540282)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45549933)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45555582)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45567954)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8CUAU","Id":"0111I000000UDEpQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x1270e274
16:31:26.0 (45573475)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45575001)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45585600)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45595288)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45603328)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45608004)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45618424)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8HUAU","Id":"0111I000000UDEqQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x4c695f72
16:31:26.0 (45623598)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45625024)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45631436)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45640547)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45647563)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45652009)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45661765)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8WUAU","Id":"0111I000000UCIpQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x4bf5d960
16:31:26.0 (45666388)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45667771)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45674001)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45682723)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45689809)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45694215)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45703958)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8qUAE","Id":"0111I000000UDEnQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x6dc700a0
16:31:26.0 (45708382)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45709768)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45715992)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45724531)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45731763)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45736066)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45745716)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8vUAE","Id":"0111I000000UDChQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x78313c2e
16:31:26.0 (45751421)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45752994)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45758985)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45767605)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45774952)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45779784)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45789306)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ90UAE","Id":"0111I000000UDEsQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x7e256e95
16:31:26.0 (45794010)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45795410)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45801636)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45809858)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45817174)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45821423)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45830909)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ95UAE","Id":"0111I000000UDEtQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x1b7e96e8
16:31:26.0 (45835524)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45837070)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45842931)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45851536)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45858828)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45862968)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45872219)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ9FUAU","Id":"0111I000000UDEoQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x4e694727
16:31:26.0 (45877241)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45878590)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45884465)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45893233)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45900134)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:26.0 (45904411)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:26.0 (45913809)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ9KUAU","Id":"0111I000000UDErQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x3f48d288
16:31:26.0 (45918437)|STATEMENT_EXECUTE|[58]
16:31:26.0 (45919984)|STATEMENT_EXECUTE|[59]
16:31:26.0 (45926067)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (45934622)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:26.0 (45944127)|VARIABLE_ASSIGNMENT|[58]|g|null|
16:31:26.0 (45949841)|STATEMENT_EXECUTE|[63]
16:31:26.0 (45952511)|HEAP_ALLOCATE|[63]|Bytes:74
16:31:26.0 (45964708)|HEAP_ALLOCATE|[63]|Bytes:4
16:31:26.0 (46204727)|SOQL_EXECUTE_BEGIN|[63]|Aggregations:0|SELECT Id, Name FROM Group WHERE (Type = 'Regular' AND Id NOT IN :tmpVar1)
16:31:26.0 (48318283)|SOQL_EXECUTE_END|[63]|Rows:6
16:31:26.0 (48338240)|HEAP_ALLOCATE|[63]|Bytes:28
16:31:26.0 (48363529)|HEAP_ALLOCATE|[63]|Bytes:246
16:31:26.0 (48415615)|HEAP_ALLOCATE|[63]|Bytes:28
16:31:26.0 (48426903)|VARIABLE_SCOPE_BEGIN|[63]|nonGroups|List<Group>|true|false
16:31:26.0 (48442663)|VARIABLE_ASSIGNMENT|[63]|nonGroups|"List of size 6 too large to display"|0x45d3c4ec
16:31:26.0 (48448996)|STATEMENT_EXECUTE|[64]
16:31:26.0 (48452558)|HEAP_ALLOCATE|[64]|Bytes:11
16:31:26.0 (48554087)|HEAP_ALLOCATE|[64]|Bytes:252
16:31:26.0 (48576829)|HEAP_ALLOCATE|[64]|Bytes:263
16:31:26.0 (48600722)|USER_DEBUG|[64]|DEBUG|nonGroups: (Group:{Id=00G1I000000aJ8bUAE, Name=ABE2}, Group:{Id=00G1I000000aJ8RUAU, Name=ABE4}, Group:{Id=00G1I000000aJ8MUAU, Name=ABE8}, Group:{Id=00G1I000000aJ8lUAE, Name=CLT2}, Group:{Id=00G1I000000aJ9AUAU, Name=CLT3}, Group:{Id=00G1I000000aJ8gUAE, Name=DEN2})
16:31:26.0 (48711559)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:26.0 (48725948)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:26.0 (48733682)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:26.0 (48748556)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8bUAE","Name":"ABE2"}|0x3dbddf8d
16:31:26.0 (48755352)|STATEMENT_EXECUTE|[66]
16:31:26.0 (48757142)|STATEMENT_EXECUTE|[67]
16:31:26.0 (48829685)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (48844712)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:26.0 (48854832)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:26.0 (48860556)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:26.0 (48876460)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8RUAU","Name":"ABE4"}|0x37ca0b1f
16:31:26.0 (48883617)|STATEMENT_EXECUTE|[66]
16:31:26.0 (48885415)|STATEMENT_EXECUTE|[67]
16:31:26.0 (48901663)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (48913351)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:26.0 (48923038)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:26.0 (48928009)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:26.0 (48938206)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8MUAU","Name":"ABE8"}|0x639c5df3
16:31:26.0 (48942985)|STATEMENT_EXECUTE|[66]
16:31:26.0 (48944471)|STATEMENT_EXECUTE|[67]
16:31:26.0 (48953741)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (48962727)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:26.0 (48970282)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:26.0 (48974591)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:26.0 (48984070)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8lUAE","Name":"CLT2"}|0x2deaf84
16:31:26.0 (48988753)|STATEMENT_EXECUTE|[66]
16:31:26.0 (48990149)|STATEMENT_EXECUTE|[67]
16:31:26.0 (48998679)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (49007504)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:26.0 (49015846)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:26.0 (49020638)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:26.0 (49029689)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ9AUAU","Name":"CLT3"}|0x514c59e5
16:31:26.0 (49034792)|STATEMENT_EXECUTE|[66]
16:31:26.0 (49036167)|STATEMENT_EXECUTE|[67]
16:31:26.0 (49044851)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (49053357)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:26.0 (49060482)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:26.0 (49064459)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:26.0 (49073650)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8gUAE","Name":"DEN2"}|0x36b92220
16:31:26.0 (49078370)|STATEMENT_EXECUTE|[66]
16:31:26.0 (49079726)|STATEMENT_EXECUTE|[67]
16:31:26.0 (49088090)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (49096785)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:26.0 (49105783)|VARIABLE_ASSIGNMENT|[66]|ng|null|
16:31:26.0 (49110501)|STATEMENT_EXECUTE|[70]
16:31:26.0 (49117053)|SYSTEM_MODE_EXIT|false
16:31:26.0 (49240767)|SYSTEM_MODE_ENTER|true
16:31:26.0 (49293882)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
16:31:26.0 (49300351)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
16:31:26.0 (49313824)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this.leftOptions|"List of size 6 too large to display"|0x53026058
16:31:26.0 (49435853)|SYSTEM_MODE_ENTER|true
16:31:26.0 (49478366)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
16:31:26.0 (49517848)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"recordTypes":"0x34e6e549","userSupportLocation":"ABE2"}|0x25deef33
16:31:26.0 (49534382)|SYSTEM_MODE_ENTER|false
16:31:26.0 (49540245)|HEAP_ALLOCATE|[77]|Bytes:5
16:31:26.0 (49545217)|STATEMENT_EXECUTE|[76]
16:31:26.0 (49546735)|STATEMENT_EXECUTE|[77]
16:31:26.0 (49556646)|HEAP_ALLOCATE|[77]|Bytes:4
16:31:26.0 (49578848)|VARIABLE_SCOPE_BEGIN|[77]|allQueues|List<System.SelectOption>|true|false
16:31:26.0 (49598513)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (49606363)|VARIABLE_ASSIGNMENT|[77]|allQueues|[]|0x3171c24d
16:31:26.0 (49611647)|STATEMENT_EXECUTE|[78]
16:31:26.0 (49625432)|HEAP_ALLOCATE|[78]|Bytes:4
16:31:26.0 (49732798)|SOQL_EXECUTE_BEGIN|[78]|Aggregations:0|SELECT Label FROM OpsHR_Setup__mdt
16:31:26.0 (51631117)|SOQL_EXECUTE_END|[78]|Rows:17
16:31:26.0 (51651728)|HEAP_ALLOCATE|[78]|Bytes:72
16:31:26.0 (51679895)|HEAP_ALLOCATE|[78]|Bytes:714
16:31:26.0 (51707085)|HEAP_ALLOCATE|[78]|Bytes:72
16:31:26.0 (51716600)|VARIABLE_SCOPE_BEGIN|[78]|allMDT|List<OpsHR_Setup__mdt>|true|false
16:31:26.0 (51731372)|VARIABLE_ASSIGNMENT|[78]|allMDT|"List of size 17 too large to display"|0xe1557b8
16:31:26.0 (51737601)|STATEMENT_EXECUTE|[82]
16:31:26.0 (51741429)|HEAP_ALLOCATE|[82]|Bytes:39
16:31:26.0 (51753579)|HEAP_ALLOCATE|[82]|Bytes:4
16:31:26.0 (51770432)|METHOD_ENTRY|[82]||System.UserInfo.getUserId()
16:31:26.0 (51802161)|METHOD_EXIT|[82]||System.UserInfo.getUserId()
16:31:26.0 (51927848)|SOQL_EXECUTE_BEGIN|[82]|Aggregations:0|SELECT Id FROM User WHERE Id = :tmpVar1
16:31:26.0 (53800692)|SOQL_EXECUTE_END|[82]|Rows:1
16:31:26.0 (53820204)|HEAP_ALLOCATE|[82]|Bytes:8
16:31:26.0 (53831216)|HEAP_ALLOCATE|[82]|Bytes:29
16:31:26.0 (53859411)|HEAP_ALLOCATE|[82]|Bytes:8
16:31:26.0 (53882547)|HEAP_ALLOCATE|[82]|Bytes:8
16:31:26.0 (53889436)|VARIABLE_SCOPE_BEGIN|[82]|theUser|User|true|false
16:31:26.0 (53906746)|VARIABLE_ASSIGNMENT|[82]|theUser|{"Id":"0051I000000JaV8QAK"}|0x4e767d94
16:31:26.0 (53913266)|STATEMENT_EXECUTE|[85]
16:31:26.0 (53924578)|HEAP_ALLOCATE|[85]|Bytes:4
16:31:26.0 (54087602)|SOQL_EXECUTE_BEGIN|[85]|Aggregations:0|SELECT GroupId, Id, UserOrGroupId FROM GroupMember WHERE UserOrGroupId = :tmpVar1
16:31:26.0 (56008138)|SOQL_EXECUTE_END|[85]|Rows:10
16:31:26.0 (56028358)|HEAP_ALLOCATE|[85]|Bytes:44
16:31:26.0 (56067465)|HEAP_ALLOCATE|[85]|Bytes:930
16:31:26.0 (56096345)|HEAP_ALLOCATE|[85]|Bytes:44
16:31:26.0 (56106153)|VARIABLE_SCOPE_BEGIN|[85]|groupMembers|List<GroupMember>|true|false
16:31:26.0 (56121715)|VARIABLE_ASSIGNMENT|[85]|groupMembers|"List of size 10 too large to display"|0x359a8ec9
16:31:26.0 (56128264)|STATEMENT_EXECUTE|[86]
16:31:26.0 (56140031)|HEAP_ALLOCATE|[86]|Bytes:4
16:31:26.0 (56165201)|VARIABLE_SCOPE_BEGIN|[86]|groupIds|List<Id>|true|false
16:31:26.0 (56185997)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (56194085)|VARIABLE_ASSIGNMENT|[86]|groupIds|[]|0x73a980d5
16:31:26.0 (56235617)|HEAP_ALLOCATE|[88]|Bytes:5
16:31:26.0 (56249777)|HEAP_ALLOCATE|[88]|Bytes:16
16:31:26.0 (56257540)|VARIABLE_SCOPE_BEGIN|[88]|g|GroupMember|true|false
16:31:26.0 (56271867)|VARIABLE_ASSIGNMENT|[88]|g|{"GroupId":"00G1I000000OhKRUA0","Id":"0111I000000UCIrQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x6ce6b7f8
16:31:26.0 (56277751)|STATEMENT_EXECUTE|[88]
16:31:26.0 (56279558)|STATEMENT_EXECUTE|[89]
16:31:26.0 (56310808)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (56325390)|HEAP_ALLOCATE|[88]|Bytes:5
16:31:26.0 (56334171)|HEAP_ALLOCATE|[88]|Bytes:16
16:31:26.0 (56339214)|VARIABLE_SCOPE_BEGIN|[88]|g|GroupMember|true|false
16:31:26.0 (56356278)|VARIABLE_ASSIGNMENT|[88]|g|{"GroupId":"00G1I000000aJ8CUAU","Id":"0111I000000UDEpQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x70130e80
16:31:26.0 (56361621)|STATEMENT_EXECUTE|[88]
16:31:26.0 (56363309)|STATEMENT_EXECUTE|[89]
16:31:26.0 (56372835)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:26.0 (56382821)|HEAP_ALLOCATE|[88]|Bytes:5
16:31:26.0 (56390867)|HEAP_ALLOCATE|[88]|Bytes:16
16:31:26.0 (56395383)|VARIABLE_SCOPE_BEGIN|[88]|g|GroupMember|true|false
16:31:26.0 (56406419)|VARIABLE_ASSIGNMENT|[88]|g|{"GroupId":"00G1I000000aJ8HUAU","Id":"0111I000000UDEqQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0xc9fc1e5
16:31:26.0 (56411819)|STATEMENT_EXECUTE|[88]
