42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:30:55.0 (4885073)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
16:30:55.0 (4892347)|METHOD_ENTRY|[1]|01p1I00000G9Bhb|MultiselectController.MultiselectController()
16:30:55.0 (4897532)|STATEMENT_EXECUTE|[1]
16:30:55.0 (4900855)|STATEMENT_EXECUTE|[1]
16:30:55.0 (4910446)|SYSTEM_MODE_ENTER|false
16:30:55.0 (4916788)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
16:30:55.0 (4923131)|SYSTEM_MODE_EXIT|false
16:30:55.0 (4930014)|METHOD_EXIT|[1]|MultiselectController
16:30:55.0 (4941564)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
16:30:55.0 (4947114)|VARIABLE_SCOPE_BEGIN|[1]|this|MultiselectController|true|false
16:30:55.0 (4969434)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x13288aab
16:30:55.0 (4982504)|SYSTEM_MODE_ENTER|false
16:30:55.0 (4987777)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
16:30:55.0 (5005001)|SYSTEM_MODE_EXIT|false
16:30:55.0 (5010774)|STATEMENT_EXECUTE|[1]
16:30:55.0 (5016014)|SYSTEM_MODE_ENTER|false
16:30:55.0 (5020344)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
16:30:55.0 (5023640)|STATEMENT_EXECUTE|[3]
16:30:55.0 (5025715)|STATEMENT_EXECUTE|[4]
16:30:55.0 (5027259)|STATEMENT_EXECUTE|[24]
16:30:55.0 (5028891)|STATEMENT_EXECUTE|[32]
16:30:55.0 (5031722)|SYSTEM_MODE_EXIT|false
16:30:55.0 (5265943)|SYSTEM_MODE_ENTER|true
16:30:55.0 (5311721)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
16:30:55.0 (5485929)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"recordTypes":"0x587e0758"}|0x4b27aa8e
16:30:55.0 (5504975)|SYSTEM_MODE_ENTER|false
16:30:55.0 (5512245)|HEAP_ALLOCATE|[47]|Bytes:5
16:30:55.0 (5517203)|STATEMENT_EXECUTE|[46]
16:30:55.0 (5518950)|STATEMENT_EXECUTE|[47]
16:30:55.0 (5531319)|HEAP_ALLOCATE|[47]|Bytes:4
16:30:55.0 (5558836)|VARIABLE_SCOPE_BEGIN|[47]|allQueues|List<System.SelectOption>|true|false
16:30:55.0 (5585554)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (5595697)|VARIABLE_ASSIGNMENT|[47]|allQueues|[]|0x6fd176a0
16:30:55.0 (5601660)|STATEMENT_EXECUTE|[48]
16:30:55.0 (5605016)|HEAP_ALLOCATE|[48]|Bytes:34
16:30:55.0 (5620073)|HEAP_ALLOCATE|[48]|Bytes:4
16:30:55.0 (5837240)|SOQL_EXECUTE_BEGIN|[48]|Aggregations:0|SELECT Label FROM OpsHR_Setup__mdt
16:30:55.0 (10207898)|SOQL_EXECUTE_END|[48]|Rows:17
16:30:55.0 (10236818)|HEAP_ALLOCATE|[48]|Bytes:72
16:30:55.0 (10273360)|HEAP_ALLOCATE|[48]|Bytes:714
16:30:55.0 (10365696)|HEAP_ALLOCATE|[48]|Bytes:72
16:30:55.0 (10384680)|VARIABLE_SCOPE_BEGIN|[48]|allMDT|List<OpsHR_Setup__mdt>|true|false
16:30:55.0 (10412667)|VARIABLE_ASSIGNMENT|[48]|allMDT|"List of size 17 too large to display"|0x3b6e39d0
16:30:55.0 (10423239)|STATEMENT_EXECUTE|[50]
16:30:55.0 (10522140)|HEAP_ALLOCATE|[50]|Bytes:35
16:30:55.0 (10602226)|HEAP_ALLOCATE|[50]|Bytes:17
16:30:55.0 (10629680)|HEAP_ALLOCATE|[50]|Bytes:2
16:30:55.0 (10657171)|VARIABLE_SCOPE_BEGIN|[50]|retURL|String|false|false
16:30:55.0 (10676461)|VARIABLE_ASSIGNMENT|[50]|retURL|"0051I000000JaV8"
16:30:55.0 (10684381)|STATEMENT_EXECUTE|[52]
16:30:55.0 (10688475)|HEAP_ALLOCATE|[52]|Bytes:60
16:30:55.0 (10701871)|HEAP_ALLOCATE|[52]|Bytes:4
16:30:55.0 (10712918)|HEAP_ALLOCATE|[52]|Bytes:7
16:30:55.0 (10781668)|HEAP_ALLOCATE|[52]|Bytes:85
16:30:55.0 (10798576)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
16:30:55.0 (10805480)|STATEMENT_EXECUTE|[1]
16:30:55.0 (10815869)|SYSTEM_METHOD_EXIT|[1]|UserInfo
16:30:55.0 (10835116)|METHOD_ENTRY|[52]||System.UserInfo.getUserId()
16:30:55.0 (10884292)|METHOD_EXIT|[52]||System.UserInfo.getUserId()
16:30:55.0 (11116305)|SOQL_EXECUTE_BEGIN|[52]|Aggregations:0|SELECT Id, Support_Location__c FROM User WHERE Id = :tmpVar1
16:30:55.0 (25871916)|SOQL_EXECUTE_END|[52]|Rows:1
16:30:55.0 (25921663)|HEAP_ALLOCATE|[52]|Bytes:8
16:30:55.0 (25945898)|HEAP_ALLOCATE|[52]|Bytes:56
16:30:55.0 (26032006)|HEAP_ALLOCATE|[52]|Bytes:8
16:30:55.0 (26054880)|HEAP_ALLOCATE|[52]|Bytes:30
16:30:55.0 (26117787)|HEAP_ALLOCATE|[52]|Bytes:12
16:30:55.0 (26132137)|VARIABLE_SCOPE_BEGIN|[52]|theUser|User|true|false
16:30:55.0 (26179937)|VARIABLE_ASSIGNMENT|[52]|theUser|{"Id":"0051I000000JaV8QAK","Support_Location__c":"ABE3"}|0x3a01b63f
16:30:55.0 (26194253)|STATEMENT_EXECUTE|[55]
16:30:55.0 (26199816)|HEAP_ALLOCATE|[55]|Bytes:81
16:30:55.0 (26217931)|HEAP_ALLOCATE|[55]|Bytes:4
16:30:55.0 (26636208)|SOQL_EXECUTE_BEGIN|[55]|Aggregations:0|SELECT GroupId, Id, UserOrGroupId FROM GroupMember WHERE UserOrGroupId = :tmpVar1
16:30:55.0 (37324601)|SOQL_EXECUTE_END|[55]|Rows:6
16:30:55.0 (37355948)|HEAP_ALLOCATE|[55]|Bytes:28
16:30:55.0 (37384102)|HEAP_ALLOCATE|[55]|Bytes:558
16:30:55.0 (37474557)|HEAP_ALLOCATE|[55]|Bytes:28
16:30:55.0 (37496855)|VARIABLE_SCOPE_BEGIN|[55]|groupMembers|List<GroupMember>|true|false
16:30:55.0 (37529669)|VARIABLE_ASSIGNMENT|[55]|groupMembers|"List of size 6 too large to display"|0x115247fd
16:30:55.0 (37537774)|STATEMENT_EXECUTE|[56]
16:30:55.0 (37552544)|HEAP_ALLOCATE|[56]|Bytes:4
16:30:55.0 (37605578)|VARIABLE_SCOPE_BEGIN|[56]|groupIds|List<Id>|true|false
16:30:55.0 (37636548)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (37653856)|VARIABLE_ASSIGNMENT|[56]|groupIds|[]|0x714e2584
16:30:55.0 (37929692)|HEAP_ALLOCATE|[58]|Bytes:5
16:30:55.0 (37972845)|HEAP_ALLOCATE|[58]|Bytes:16
16:30:55.0 (37985522)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:30:55.0 (38012511)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000OhKRUA0","Id":"0111I000000UCIrQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x1650a07c
16:30:55.0 (38029395)|STATEMENT_EXECUTE|[58]
16:30:55.0 (38031973)|STATEMENT_EXECUTE|[59]
16:30:55.0 (38113864)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (38133625)|HEAP_ALLOCATE|[58]|Bytes:5
16:30:55.0 (38145531)|HEAP_ALLOCATE|[58]|Bytes:16
16:30:55.0 (38152810)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:30:55.0 (38172039)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8WUAU","Id":"0111I000000UCIpQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x8e06172
16:30:55.0 (38179361)|STATEMENT_EXECUTE|[58]
16:30:55.0 (38181346)|STATEMENT_EXECUTE|[59]
16:30:55.0 (38193741)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (38206815)|HEAP_ALLOCATE|[58]|Bytes:5
16:30:55.0 (38215355)|HEAP_ALLOCATE|[58]|Bytes:16
16:30:55.0 (38220718)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:30:55.0 (38232770)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8gUAE","Id":"0111I000000UDCkQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x41ef3b08
16:30:55.0 (38238705)|STATEMENT_EXECUTE|[58]
16:30:55.0 (38240226)|STATEMENT_EXECUTE|[59]
16:30:55.0 (38247643)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (38257178)|HEAP_ALLOCATE|[58]|Bytes:5
16:30:55.0 (38264586)|HEAP_ALLOCATE|[58]|Bytes:16
16:30:55.0 (38269574)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:30:55.0 (38280439)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8lUAE","Id":"0111I000000UDCiQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x249b8972
16:30:55.0 (38285584)|STATEMENT_EXECUTE|[58]
16:30:55.0 (38287027)|STATEMENT_EXECUTE|[59]
16:30:55.0 (38293814)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (38302740)|HEAP_ALLOCATE|[58]|Bytes:5
16:30:55.0 (38310153)|HEAP_ALLOCATE|[58]|Bytes:16
16:30:55.0 (38316308)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:30:55.0 (38333320)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8qUAE","Id":"0111I000000UDCcQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x375b8edd
16:30:55.0 (38343183)|STATEMENT_EXECUTE|[58]
16:30:55.0 (38345042)|STATEMENT_EXECUTE|[59]
16:30:55.0 (38356759)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (38373021)|HEAP_ALLOCATE|[58]|Bytes:5
16:30:55.0 (38386097)|HEAP_ALLOCATE|[58]|Bytes:16
16:30:55.0 (38394050)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:30:55.0 (38411688)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8vUAE","Id":"0111I000000UDChQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x3cbb92b5
16:30:55.0 (38421818)|STATEMENT_EXECUTE|[58]
16:30:55.0 (38423882)|STATEMENT_EXECUTE|[59]
16:30:55.0 (38437032)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (38460837)|HEAP_ALLOCATE|[58]|Bytes:5
16:30:55.0 (38473335)|VARIABLE_ASSIGNMENT|[58]|g|null|
16:30:55.0 (38478946)|STATEMENT_EXECUTE|[63]
16:30:55.0 (38483477)|HEAP_ALLOCATE|[63]|Bytes:74
16:30:55.0 (38497156)|HEAP_ALLOCATE|[63]|Bytes:4
16:30:55.0 (38762569)|SOQL_EXECUTE_BEGIN|[63]|Aggregations:0|SELECT Id, Name FROM Group WHERE (Type = 'Regular' AND Id NOT IN :tmpVar1)
16:30:55.0 (43019522)|SOQL_EXECUTE_END|[63]|Rows:10
16:30:55.0 (43039850)|HEAP_ALLOCATE|[63]|Bytes:44
16:30:55.0 (43062186)|HEAP_ALLOCATE|[63]|Bytes:410
16:30:55.0 (43119960)|HEAP_ALLOCATE|[63]|Bytes:44
16:30:55.0 (43133060)|VARIABLE_SCOPE_BEGIN|[63]|nonGroups|List<Group>|true|false
16:30:55.0 (43150042)|VARIABLE_ASSIGNMENT|[63]|nonGroups|"List of size 10 too large to display"|0x223ad2bf
16:30:55.0 (43157024)|STATEMENT_EXECUTE|[64]
16:30:55.0 (43162105)|HEAP_ALLOCATE|[64]|Bytes:11
16:30:55.0 (43277992)|HEAP_ALLOCATE|[64]|Bytes:420
16:30:55.0 (43301976)|HEAP_ALLOCATE|[64]|Bytes:431
16:30:55.0 (43329489)|USER_DEBUG|[64]|DEBUG|nonGroups: (Group:{Id=00G1I000000aJ8bUAE, Name=ABE2}, Group:{Id=00G1I000000aJ8RUAU, Name=ABE4}, Group:{Id=00G1I000000aJ8MUAU, Name=ABE8}, Group:{Id=00G1I000000aJ9FUAU, Name=BDL2}, Group:{Id=00G1I000000aJ8CUAU, Name=BFI3}, Group:{Id=00G1I000000aJ8HUAU, Name=BFI4}, Group:{Id=00G1I000000aJ9KUAU, Name=BFI5}, Group:{Id=00G1I000000aJ90UAE, Name=BNA2}, Group:{Id=00G1I000000aJ95UAE, Name=BWI2}, Group:{Id=00G1I000000aJ9AUAU, Name=CLT3})
16:30:55.0 (43436136)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43450694)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43459027)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43475053)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8bUAE","Name":"ABE2"}|0x5db192f2
16:30:55.0 (43481689)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43483595)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43554452)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43570364)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43581128)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43587233)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43600704)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8RUAU","Name":"ABE4"}|0x26b9ea1f
16:30:55.0 (43606489)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43608092)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43622975)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43634201)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43642674)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43647761)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43658188)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8MUAU","Name":"ABE8"}|0x7ac668a2
16:30:55.0 (43663523)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43664963)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43675671)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43685125)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43692970)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43697640)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43707796)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ9FUAU","Name":"BDL2"}|0x69dd1478
16:30:55.0 (43712996)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43714514)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43724210)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43733253)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43740592)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43745288)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43755501)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8CUAU","Name":"BFI3"}|0x38aa2db3
16:30:55.0 (43760824)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43762285)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43772194)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43781719)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43789515)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43794414)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43803982)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8HUAU","Name":"BFI4"}|0x512ac1ab
16:30:55.0 (43809699)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43811168)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43820291)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43829937)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43837315)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43841926)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43851444)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ9KUAU","Name":"BFI5"}|0x18602054
16:30:55.0 (43857074)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43858576)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43868144)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43877725)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43885429)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43890233)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43900147)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ90UAE","Name":"BNA2"}|0x191f89f4
16:30:55.0 (43905261)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43906817)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43916204)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43925483)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43933111)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43937844)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43948147)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ95UAE","Name":"BWI2"}|0x7031f8d1
16:30:55.0 (43953230)|STATEMENT_EXECUTE|[66]
16:30:55.0 (43954685)|STATEMENT_EXECUTE|[67]
16:30:55.0 (43963679)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (43972793)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (43980265)|HEAP_ALLOCATE|[66]|Bytes:12
16:30:55.0 (43985007)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:30:55.0 (43995768)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ9AUAU","Name":"CLT3"}|0x779158e5
16:30:55.0 (44000896)|STATEMENT_EXECUTE|[66]
16:30:55.0 (44002980)|STATEMENT_EXECUTE|[67]
16:30:55.0 (44012363)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (44021605)|HEAP_ALLOCATE|[66]|Bytes:5
16:30:55.0 (44030473)|VARIABLE_ASSIGNMENT|[66]|ng|null|
16:30:55.0 (44035468)|STATEMENT_EXECUTE|[70]
16:30:55.0 (44040506)|SYSTEM_MODE_EXIT|false
16:30:55.0 (44176122)|SYSTEM_MODE_ENTER|true
16:30:55.0 (44228564)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:44
16:30:55.0 (44233999)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
16:30:55.0 (44265512)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this.leftOptions|"List of size 10 too large to display"|0x13288aab
16:30:55.0 (44398637)|SYSTEM_MODE_ENTER|true
16:30:55.0 (44446806)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
16:30:55.0 (44621748)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"recordTypes":"0x587e0758"}|0x4b27aa8e
16:30:55.0 (44640512)|SYSTEM_MODE_ENTER|false
16:30:55.0 (44647953)|HEAP_ALLOCATE|[77]|Bytes:5
16:30:55.0 (44653125)|STATEMENT_EXECUTE|[76]
16:30:55.0 (44655034)|STATEMENT_EXECUTE|[77]
16:30:55.0 (44664177)|HEAP_ALLOCATE|[77]|Bytes:4
16:30:55.0 (44687254)|VARIABLE_SCOPE_BEGIN|[77]|allQueues|List<System.SelectOption>|true|false
16:30:55.0 (44708346)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:30:55.0 (44716888)|VARIABLE_ASSIGNMENT|[77]|allQueues|[]|0x21649767
16:30:55.0 (44722493)|STATEMENT_EXECUTE|[78]
16:30:55.0 (44733767)|HEAP_ALLOCATE|[78]|Bytes:4
16:30:55.0 (44847292)|SOQL_EXECUTE_BEGIN|[78]|Aggregations:0|SELECT Label FROM OpsHR_Setup__mdt
16:30:55.0 (46959047)|SOQL_EXECUTE_END|[78]|Rows:17
16:30:55.0 (46979628)|HEAP_ALLOCATE|[78]|Bytes:72
16:30:55.0 (47006544)|HEAP_ALLOCATE|[78]|Bytes:714
16:30:55.0 (47035327)|HEAP_ALLOCATE|[78]|Bytes:72
16:30:55.0 (47045938)|VARIABLE_SCOPE_BEGIN|[78]|allMDT|List<OpsHR_Setup__mdt>|true|false
16:30:55.0 (47061105)|VARIABLE_ASSIGNMENT|[78]|allMDT|"List of size 17 too large to display"|0x1cbf7229
16:30:55.0 (47067200)|STATEMENT_EXECUTE|[82]
16:30:55.0 (47070890)|HEAP_ALLOCATE|[82]|Bytes:39
16:30:55.0 (47081934)|HEAP_ALLOCATE|[82]|Bytes:4
16:30:55.0 (47102385)|METHOD_ENTRY|[82]||System.UserInfo.getUserId()
16:30:55.0 (47134548)|METHOD_EXIT|[82]||System.UserInfo.getUserId()
16:30:55.0 (47249257)|SOQL_EXECUTE_BEGIN|[82]|Aggregations:0|SELECT Id FROM User WHERE Id = :tmpVar1
16:30:55.0 (52039687)|SOQL_EXECUTE_END|[82]|Rows:1
16:30:55.0 (52059957)|HEAP_ALLOCATE|[82]|Bytes:8
16:30:55.0 (52072460)|HEAP_ALLOCATE|[82]|Bytes:29
16:30:55.0 (52100358)|HEAP_ALLOCATE|[82]|Bytes:8
16:30:55.0 (52123835)|HEAP_ALLOCATE|[82]|Bytes:8
16:30:55.0 (52130500)|VARIABLE_SCOPE_BEGIN|[82]|theUser|User|true|false
16:30:55.0 (52149009)|VARIABLE_ASSIGNMENT|[82]|theUser|{"Id":"0051I000000JaV8QAK"}|0x6daa960b
16:30:55.0 (52155821)|STATEMENT_EXECUTE|[85]
16:30:55.0 (52166738)|HEAP_ALLOCATE|[85]|Bytes:4
16:30:55.0 (52338278)|SOQL_EXECUTE_BEGIN|[85]|Aggregations:0|SELECT GroupId, Id, UserOrGroupId FROM GroupMember WHERE UserOrGroupId = :tmpVar1
16:30:55.0 (57324615)|SOQL_EXECUTE_END|[85]|Rows:6
16:30:55.0 (57349533)|HEAP_ALLOCATE|[85]|Bytes:28
16:30:55.0 (57375492)|HEAP_ALLOCATE|[85]|Bytes:558
16:30:55.0 (57414702)|HEAP_ALLOCATE|[85]|Bytes:28
