42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:31:12.0 (16485893)|SYSTEM_MODE_ENTER|false
16:31:12.0 (16493314)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
16:31:12.0 (16501654)|SYSTEM_MODE_EXIT|false
16:31:12.0 (16526211)|METHOD_EXIT|[1]|OpsHR_ContactDriverController
16:31:12.0 (16542546)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
16:31:12.0 (16651341)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"recordTypes":"0x7da8b965"}|0x248c44bc
16:31:12.0 (16675999)|SYSTEM_MODE_ENTER|false
16:31:12.0 (16683825)|HEAP_ALLOCATE|[47]|Bytes:5
16:31:12.0 (16688622)|STATEMENT_EXECUTE|[46]
16:31:12.0 (16690335)|STATEMENT_EXECUTE|[47]
16:31:12.0 (16703669)|HEAP_ALLOCATE|[47]|Bytes:4
16:31:12.0 (16778186)|VARIABLE_SCOPE_BEGIN|[47]|allQueues|List<System.SelectOption>|true|false
16:31:12.0 (16818468)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (16832724)|VARIABLE_ASSIGNMENT|[47]|allQueues|[]|0x5233d474
16:31:12.0 (16838994)|STATEMENT_EXECUTE|[48]
16:31:12.0 (16843201)|HEAP_ALLOCATE|[48]|Bytes:34
16:31:12.0 (16861569)|HEAP_ALLOCATE|[48]|Bytes:4
16:31:12.0 (17565948)|SOQL_EXECUTE_BEGIN|[48]|Aggregations:0|SELECT Label FROM OpsHR_Setup__mdt
16:31:12.0 (23237441)|SOQL_EXECUTE_END|[48]|Rows:17
16:31:12.0 (23263901)|HEAP_ALLOCATE|[48]|Bytes:72
16:31:12.0 (23300886)|HEAP_ALLOCATE|[48]|Bytes:714
16:31:12.0 (23372042)|HEAP_ALLOCATE|[48]|Bytes:72
16:31:12.0 (23392861)|VARIABLE_SCOPE_BEGIN|[48]|allMDT|List<OpsHR_Setup__mdt>|true|false
16:31:12.0 (23412607)|VARIABLE_ASSIGNMENT|[48]|allMDT|"List of size 17 too large to display"|0x19d91872
16:31:12.0 (23419077)|STATEMENT_EXECUTE|[50]
16:31:12.0 (23500860)|HEAP_ALLOCATE|[50]|Bytes:659
16:31:12.0 (23545425)|HEAP_ALLOCATE|[50]|Bytes:641
16:31:12.0 (23565821)|HEAP_ALLOCATE|[50]|Bytes:2
16:31:12.0 (23610853)|VARIABLE_SCOPE_BEGIN|[50]|retURL|String|false|false
16:31:12.0 (23626380)|VARIABLE_ASSIGNMENT|[50]|retURL|"0051I000000JaV8"
16:31:12.0 (23631333)|STATEMENT_EXECUTE|[52]
16:31:12.0 (23634930)|HEAP_ALLOCATE|[52]|Bytes:60
16:31:12.0 (23646955)|HEAP_ALLOCATE|[52]|Bytes:4
16:31:12.0 (23655398)|HEAP_ALLOCATE|[52]|Bytes:7
16:31:12.0 (23692730)|HEAP_ALLOCATE|[52]|Bytes:85
16:31:12.0 (23703255)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
16:31:12.0 (23707244)|STATEMENT_EXECUTE|[1]
16:31:12.0 (23714179)|SYSTEM_METHOD_EXIT|[1]|UserInfo
16:31:12.0 (23740981)|METHOD_ENTRY|[52]||System.UserInfo.getUserId()
16:31:12.0 (23796608)|METHOD_EXIT|[52]||System.UserInfo.getUserId()
16:31:12.0 (25544029)|SOQL_EXECUTE_BEGIN|[52]|Aggregations:0|SELECT Id, Support_Location__c FROM User WHERE Id = :tmpVar1
16:31:12.0 (29438980)|SOQL_EXECUTE_END|[52]|Rows:1
16:31:12.0 (29461156)|HEAP_ALLOCATE|[52]|Bytes:8
16:31:12.0 (29474949)|HEAP_ALLOCATE|[52]|Bytes:56
16:31:12.0 (29538841)|HEAP_ALLOCATE|[52]|Bytes:8
16:31:12.0 (29552971)|HEAP_ALLOCATE|[52]|Bytes:30
16:31:12.0 (29613630)|HEAP_ALLOCATE|[52]|Bytes:12
16:31:12.0 (29628692)|VARIABLE_SCOPE_BEGIN|[52]|theUser|User|true|false
16:31:12.0 (29655803)|VARIABLE_ASSIGNMENT|[52]|theUser|{"Id":"0051I000000JaV8QAK","Support_Location__c":"ABE3"}|0xc90b77e
16:31:12.0 (29662426)|STATEMENT_EXECUTE|[55]
16:31:12.0 (29665595)|HEAP_ALLOCATE|[55]|Bytes:81
16:31:12.0 (29679387)|HEAP_ALLOCATE|[55]|Bytes:4
16:31:12.0 (30044437)|SOQL_EXECUTE_BEGIN|[55]|Aggregations:0|SELECT GroupId, Id, UserOrGroupId FROM GroupMember WHERE UserOrGroupId = :tmpVar1
16:31:12.0 (32401484)|SOQL_EXECUTE_END|[55]|Rows:3
16:31:12.0 (32421475)|HEAP_ALLOCATE|[55]|Bytes:16
16:31:12.0 (32436237)|HEAP_ALLOCATE|[55]|Bytes:279
16:31:12.0 (32493094)|HEAP_ALLOCATE|[55]|Bytes:16
16:31:12.0 (32511340)|VARIABLE_SCOPE_BEGIN|[55]|groupMembers|List<GroupMember>|true|false
16:31:12.0 (32547033)|VARIABLE_ASSIGNMENT|[55]|groupMembers|[{"GroupId":"00G1I000000OhKRUA0","Id":"0111I000000UCIrQAO","UserOrGroupId":"0051I000000JaV8QAK"},{"GroupId":"00G1I000000aJ8WUAU","Id":"0111I000000UCIpQAO","UserOrGroupId":"0051I000000JaV8QAK"},{"GroupId":"00G1I000000aJ8vUAE","Id":"0111I000000UDChQAO","UserOrGroupId":"0051I000000JaV8QAK"}]|0x7b1a29a1
16:31:12.0 (32562277)|STATEMENT_EXECUTE|[56]
16:31:12.0 (32577654)|HEAP_ALLOCATE|[56]|Bytes:4
16:31:12.0 (32623705)|VARIABLE_SCOPE_BEGIN|[56]|groupIds|List<Id>|true|false
16:31:12.0 (32659085)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (32671715)|VARIABLE_ASSIGNMENT|[56]|groupIds|[]|0x2b46267d
16:31:12.0 (32935407)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:12.0 (32993181)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:12.0 (33014368)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:12.0 (33043601)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000OhKRUA0","Id":"0111I000000UCIrQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x73ed8ee0
16:31:12.0 (33052097)|STATEMENT_EXECUTE|[58]
16:31:12.0 (33054039)|STATEMENT_EXECUTE|[59]
16:31:12.0 (33132248)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (33158926)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:12.0 (33177005)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:12.0 (33194163)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:12.0 (33213051)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8WUAU","Id":"0111I000000UCIpQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x69822b2e
16:31:12.0 (33219935)|STATEMENT_EXECUTE|[58]
16:31:12.0 (33221611)|STATEMENT_EXECUTE|[59]
16:31:12.0 (33235597)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (33249159)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:12.0 (33259335)|HEAP_ALLOCATE|[58]|Bytes:16
16:31:12.0 (33268129)|VARIABLE_SCOPE_BEGIN|[58]|g|GroupMember|true|false
16:31:12.0 (33281868)|VARIABLE_ASSIGNMENT|[58]|g|{"GroupId":"00G1I000000aJ8vUAE","Id":"0111I000000UDChQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x5389d052
16:31:12.0 (33287579)|STATEMENT_EXECUTE|[58]
16:31:12.0 (33289388)|STATEMENT_EXECUTE|[59]
16:31:12.0 (33319614)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (33341196)|HEAP_ALLOCATE|[58]|Bytes:5
16:31:12.0 (33364108)|VARIABLE_ASSIGNMENT|[58]|g|null|
16:31:12.0 (33373744)|STATEMENT_EXECUTE|[63]
16:31:12.0 (33379029)|HEAP_ALLOCATE|[63]|Bytes:74
16:31:12.0 (33395318)|HEAP_ALLOCATE|[63]|Bytes:4
16:31:12.0 (33730497)|SOQL_EXECUTE_BEGIN|[63]|Aggregations:0|SELECT Id, Name FROM Group WHERE (Type = 'Regular' AND Id NOT IN :tmpVar1)
16:31:12.0 (36281713)|SOQL_EXECUTE_END|[63]|Rows:13
16:31:12.0 (36318070)|HEAP_ALLOCATE|[63]|Bytes:56
16:31:12.0 (36354024)|HEAP_ALLOCATE|[63]|Bytes:533
16:31:12.0 (36419688)|HEAP_ALLOCATE|[63]|Bytes:56
16:31:12.0 (36437713)|VARIABLE_SCOPE_BEGIN|[63]|nonGroups|List<Group>|true|false
16:31:12.0 (36456537)|VARIABLE_ASSIGNMENT|[63]|nonGroups|"List of size 13 too large to display"|0x56e582ca
16:31:12.0 (36474817)|STATEMENT_EXECUTE|[64]
16:31:12.0 (36480456)|HEAP_ALLOCATE|[64]|Bytes:11
16:31:12.0 (36636261)|HEAP_ALLOCATE|[64]|Bytes:425
16:31:12.0 (36672435)|HEAP_ALLOCATE|[64]|Bytes:436
16:31:12.0 (36703150)|USER_DEBUG|[64]|DEBUG|nonGroups: (Group:{Id=00G1I000000aJ8bUAE, Name=ABE2}, Group:{Id=00G1I000000aJ8RUAU, Name=ABE4}, Group:{Id=00G1I000000aJ8MUAU, Name=ABE8}, Group:{Id=00G1I000000aJ8qUAE, Name=AVP1}, Group:{Id=00G1I000000aJ9FUAU, Name=BDL2}, Group:{Id=00G1I000000aJ8CUAU, Name=BFI3}, Group:{Id=00G1I000000aJ8HUAU, Name=BFI4}, Group:{Id=00G1I000000aJ9KUAU, Name=BFI5}, Group:{Id=00G1I000000aJ90UAE, Name=BNA2}, Group:{Id=00G1I000000aJ95UAE, Name=BWI2}, ...)
16:31:12.0 (36853663)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (36873488)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (36892363)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (36917401)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8bUAE","Name":"ABE2"}|0x552befea
16:31:12.0 (36927735)|STATEMENT_EXECUTE|[66]
16:31:12.0 (36930280)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37045007)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37065861)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37082141)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37099351)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37123593)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8RUAU","Name":"ABE4"}|0x24d80df
16:31:12.0 (37131513)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37133416)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37166285)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37187592)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37204777)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37219143)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37235993)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8MUAU","Name":"ABE8"}|0x3b161ade
16:31:12.0 (37242718)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37244893)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37265983)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37284266)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37295086)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37303840)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37318092)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8qUAE","Name":"AVP1"}|0x5459a883
16:31:12.0 (37325996)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37328081)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37346526)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37364667)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37378125)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37387331)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37401587)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ9FUAU","Name":"BDL2"}|0x5e07495d
16:31:12.0 (37408383)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37409889)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37425091)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37441725)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37456890)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37468981)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37482326)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8CUAU","Name":"BFI3"}|0x3022713a
16:31:12.0 (37487755)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37489532)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37507143)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37524531)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37537372)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37546989)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37560032)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8HUAU","Name":"BFI4"}|0x3b695d0a
16:31:12.0 (37565924)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37567514)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37579720)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37597526)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37614039)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37626690)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37640853)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ9KUAU","Name":"BFI5"}|0x22ede754
16:31:12.0 (37646311)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37647764)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37660607)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37671440)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37680427)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37687379)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37698318)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ90UAE","Name":"BNA2"}|0x46c40ff5
16:31:12.0 (37703630)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37705107)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37715710)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37725588)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37734473)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37740959)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37751353)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ95UAE","Name":"BWI2"}|0x654c0db6
16:31:12.0 (37756711)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37758147)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37768460)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37778667)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37787019)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37793198)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37804226)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8lUAE","Name":"CLT2"}|0x143c8d18
16:31:12.0 (37809375)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37810878)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37820823)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37830684)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37841372)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37851814)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37872574)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ9AUAU","Name":"CLT3"}|0x59a60f8c
16:31:12.0 (37881353)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37883433)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37898839)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37910415)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37919291)|HEAP_ALLOCATE|[66]|Bytes:12
16:31:12.0 (37926952)|VARIABLE_SCOPE_BEGIN|[66]|ng|Group|true|false
16:31:12.0 (37938649)|VARIABLE_ASSIGNMENT|[66]|ng|{"Id":"00G1I000000aJ8gUAE","Name":"DEN2"}|0x3f7b08ea
16:31:12.0 (37943945)|STATEMENT_EXECUTE|[66]
16:31:12.0 (37945429)|STATEMENT_EXECUTE|[67]
16:31:12.0 (37956043)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (37966312)|HEAP_ALLOCATE|[66]|Bytes:5
16:31:12.0 (37975923)|VARIABLE_ASSIGNMENT|[66]|ng|null|
16:31:12.0 (37980821)|STATEMENT_EXECUTE|[70]
16:31:12.0 (37986864)|SYSTEM_MODE_EXIT|false
16:31:12.0 (38379343)|SYSTEM_MODE_ENTER|true
16:31:12.0 (38435829)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:56
16:31:12.0 (38446808)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
16:31:12.0 (38492765)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this.leftOptions|"List of size 13 too large to display"|0x39e27db3
16:31:12.0 (38654227)|SYSTEM_MODE_ENTER|true
16:31:12.0 (38722810)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
16:31:12.0 (38781031)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"recordTypes":"0x7da8b965"}|0x248c44bc
16:31:12.0 (38799187)|SYSTEM_MODE_ENTER|false
16:31:12.0 (38807095)|HEAP_ALLOCATE|[77]|Bytes:5
16:31:12.0 (38812433)|STATEMENT_EXECUTE|[76]
16:31:12.0 (38814356)|STATEMENT_EXECUTE|[77]
16:31:12.0 (38825138)|HEAP_ALLOCATE|[77]|Bytes:4
16:31:12.0 (38878909)|VARIABLE_SCOPE_BEGIN|[77]|allQueues|List<System.SelectOption>|true|false
16:31:12.0 (38910893)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (38922925)|VARIABLE_ASSIGNMENT|[77]|allQueues|[]|0x4aae1de9
16:31:12.0 (38931413)|STATEMENT_EXECUTE|[78]
16:31:12.0 (38946847)|HEAP_ALLOCATE|[78]|Bytes:4
16:31:12.0 (39114098)|SOQL_EXECUTE_BEGIN|[78]|Aggregations:0|SELECT Label FROM OpsHR_Setup__mdt
16:31:12.0 (41450590)|SOQL_EXECUTE_END|[78]|Rows:17
16:31:12.0 (41478230)|HEAP_ALLOCATE|[78]|Bytes:72
16:31:12.0 (41510775)|HEAP_ALLOCATE|[78]|Bytes:714
16:31:12.0 (41543088)|HEAP_ALLOCATE|[78]|Bytes:72
16:31:12.0 (41559395)|VARIABLE_SCOPE_BEGIN|[78]|allMDT|List<OpsHR_Setup__mdt>|true|false
16:31:12.0 (41576957)|VARIABLE_ASSIGNMENT|[78]|allMDT|"List of size 17 too large to display"|0x55064bae
16:31:12.0 (41583310)|STATEMENT_EXECUTE|[82]
16:31:12.0 (41587615)|HEAP_ALLOCATE|[82]|Bytes:39
16:31:12.0 (41605525)|HEAP_ALLOCATE|[82]|Bytes:4
16:31:12.0 (41635731)|METHOD_ENTRY|[82]||System.UserInfo.getUserId()
16:31:12.0 (41677070)|METHOD_EXIT|[82]||System.UserInfo.getUserId()
16:31:12.0 (41866290)|SOQL_EXECUTE_BEGIN|[82]|Aggregations:0|SELECT Id FROM User WHERE Id = :tmpVar1
16:31:12.0 (44663365)|SOQL_EXECUTE_END|[82]|Rows:1
16:31:12.0 (44686192)|HEAP_ALLOCATE|[82]|Bytes:8
16:31:12.0 (44700690)|HEAP_ALLOCATE|[82]|Bytes:29
16:31:12.0 (44736218)|HEAP_ALLOCATE|[82]|Bytes:8
16:31:12.0 (44765003)|HEAP_ALLOCATE|[82]|Bytes:8
16:31:12.0 (44869705)|VARIABLE_SCOPE_BEGIN|[82]|theUser|User|true|false
16:31:12.0 (44900989)|VARIABLE_ASSIGNMENT|[82]|theUser|{"Id":"0051I000000JaV8QAK"}|0x6e1b2b99
16:31:12.0 (44910974)|STATEMENT_EXECUTE|[85]
16:31:12.0 (44926665)|HEAP_ALLOCATE|[85]|Bytes:4
16:31:12.0 (45400573)|SOQL_EXECUTE_BEGIN|[85]|Aggregations:0|SELECT GroupId, Id, UserOrGroupId FROM GroupMember WHERE UserOrGroupId = :tmpVar1
16:31:12.0 (47459636)|SOQL_EXECUTE_END|[85]|Rows:3
16:31:12.0 (47479530)|HEAP_ALLOCATE|[85]|Bytes:16
16:31:12.0 (47493735)|HEAP_ALLOCATE|[85]|Bytes:279
16:31:12.0 (47524179)|HEAP_ALLOCATE|[85]|Bytes:16
16:31:12.0 (47541046)|VARIABLE_SCOPE_BEGIN|[85]|groupMembers|List<GroupMember>|true|false
16:31:12.0 (47569848)|VARIABLE_ASSIGNMENT|[85]|groupMembers|[{"GroupId":"00G1I000000OhKRUA0","Id":"0111I000000UCIrQAO","UserOrGroupId":"0051I000000JaV8QAK"},{"GroupId":"00G1I000000aJ8WUAU","Id":"0111I000000UCIpQAO","UserOrGroupId":"0051I000000JaV8QAK"},{"GroupId":"00G1I000000aJ8vUAE","Id":"0111I000000UDChQAO","UserOrGroupId":"0051I000000JaV8QAK"}]|0x110d01c0
16:31:12.0 (47579580)|STATEMENT_EXECUTE|[86]
16:31:12.0 (47596107)|HEAP_ALLOCATE|[86]|Bytes:4
16:31:12.0 (47629752)|VARIABLE_SCOPE_BEGIN|[86]|groupIds|List<Id>|true|false
16:31:12.0 (47654598)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (47663418)|VARIABLE_ASSIGNMENT|[86]|groupIds|[]|0x306c53bd
16:31:12.0 (47711923)|HEAP_ALLOCATE|[88]|Bytes:5
16:31:12.0 (47727710)|HEAP_ALLOCATE|[88]|Bytes:16
16:31:12.0 (47740629)|VARIABLE_SCOPE_BEGIN|[88]|g|GroupMember|true|false
16:31:12.0 (47757220)|VARIABLE_ASSIGNMENT|[88]|g|{"GroupId":"00G1I000000OhKRUA0","Id":"0111I000000UCIrQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x2b750748
16:31:12.0 (47763600)|STATEMENT_EXECUTE|[88]
16:31:12.0 (47765402)|STATEMENT_EXECUTE|[89]
16:31:12.0 (47804885)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (47819838)|HEAP_ALLOCATE|[88]|Bytes:5
16:31:12.0 (47830318)|HEAP_ALLOCATE|[88]|Bytes:16
16:31:12.0 (47839326)|VARIABLE_SCOPE_BEGIN|[88]|g|GroupMember|true|false
16:31:12.0 (47853632)|VARIABLE_ASSIGNMENT|[88]|g|{"GroupId":"00G1I000000aJ8WUAU","Id":"0111I000000UCIpQAO","UserOrGroupId":"0051I000000JaV8QAK"}|0x3bef2d09
16:31:12.0 (47859498)|STATEMENT_EXECUTE|[88]
16:31:12.0 (47861139)|STATEMENT_EXECUTE|[89]
16:31:12.0 (47871338)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:31:12.0 (47881584)|HEAP_ALLOCATE|[88]|Bytes:5
16:31:12.0 (47891002)|HEAP_ALLOCATE|[88]|Bytes:16
